CNPJ_Fundo,dt,values,Percentual_Rentabilidade_Patrimonial_Mes
09.006.914/0001-34,2022-04-01,1.003505,0.99929
09.006.914/0001-34,2022-05-01,1.004861,0.998994
09.006.914/0001-34,2022-06-01,1.001464,0.995597
09.006.914/0001-34,2022-07-01,1.003255,0.99896
09.006.914/0001-34,2022-08-01,1.003944,0.999091
09.006.914/0001-34,2022-09-01,0.989188,0.999144
09.006.914/0001-34,2022-10-01,0.999035,0.994671
09.006.914/0001-34,2022-11-01,1.00929,1.004926
09.006.914/0001-34,2022-12-01,0.975942,0.971555
09.006.914/0001-34,2023-01-01,1.010906,1.006526
09.006.914/0001-34,2023-02-01,1.002071,0.999201
09.006.914/0001-34,2023-03-01,1.008696,1.005826
09.006.914/0001-34,2023-04-01,1.010749,1.007762
09.006.914/0001-34,2023-05-01,1.008195,1.005408
09.006.914/0001-34,2023-06-01,1.007206,1.004852
09.006.914/0001-34,2023-07-01,1.008505,1.004935
09.006.914/0001-34,2023-08-01,1.009484,1.004827
09.006.914/0001-34,2023-09-01,1.005324,1.000187
09.006.914/0001-34,2023-10-01,0.999994,0.994858
09.006.914/0001-34,2023-11-01,1.005983,1.00082
09.006.914/0001-34,2023-12-01,1.032511,1.027353
09.072.017/0001-29,2022-01-01,1.004464,1.000282
09.072.017/0001-29,2022-02-01,1.004569,1.000388
09.072.017/0001-29,2022-03-01,1.002905,0.998726
09.072.017/0001-29,2022-04-01,1.003217,0.998486
09.072.017/0001-29,2022-05-01,0.993934,0.989196
09.072.017/0001-29,2022-06-01,1.001096,0.996307
09.072.017/0001-29,2022-07-01,1.003238,0.998431
09.072.017/0001-29,2022-08-01,1.003957,0.999142
09.072.017/0001-29,2022-09-01,1.004179,0.99936
09.072.017/0001-29,2022-10-01,1.00309,0.998268
09.072.017/0001-29,2022-11-01,1.003655,0.998825
09.072.017/0001-29,2022-12-01,0.979552,0.972732
09.072.017/0001-29,2023-01-01,1.005573,1.000601
09.072.017/0001-29,2023-02-01,1.005089,1.00012
09.072.017/0001-29,2023-03-01,1.004125,0.999157
09.072.017/0001-29,2023-04-01,1.001677,0.996705
09.072.017/0001-29,2023-05-01,1.004615,0.999626
09.072.017/0001-29,2023-06-01,1.003758,0.994801
09.072.017/0001-29,2023-07-01,1.003843,0.998826
09.072.017/0001-29,2023-08-01,1.004058,0.999035
09.072.017/0001-29,2023-09-01,1.003975,0.998948
09.072.017/0001-29,2023-10-01,1.003749,0.998716
09.072.017/0001-29,2023-11-01,1.00323,0.998191
09.072.017/0001-29,2023-12-01,1.000183,0.992416
09.276.964/0001-31,2022-01-01,1.000206,1.000206
09.276.964/0001-31,2022-02-01,0.999868,0.999868
09.276.964/0001-31,2022-03-01,1.000015,1.000015
09.276.964/0001-31,2022-04-01,0.999947,0.999947
09.276.964/0001-31,2022-05-01,1.000248,1.000248
09.276.964/0001-31,2022-06-01,0.999889,0.999889
09.276.964/0001-31,2022-07-01,0.999927,0.999927
09.276.964/0001-31,2022-08-01,1.000092,1.000046
09.276.964/0001-31,2022-09-01,1.000023,1.000023
09.276.964/0001-31,2022-10-01,0.999952,0.999952
09.276.964/0001-31,2022-11-01,1.000033,1.000033
09.276.964/0001-31,2022-12-01,0.999947,0.999947
09.276.964/0001-31,2023-01-01,1.000494,1.000494
09.276.964/0001-31,2023-02-01,0.999705,0.999705
09.276.964/0001-31,2023-03-01,0.99997,0.99997
09.276.964/0001-31,2023-04-01,0.999999,0.999999
09.276.964/0001-31,2023-05-01,0.999961,0.999961
09.276.964/0001-31,2023-06-01,1.000016,1.000016
09.276.964/0001-31,2023-07-01,0.999963,0.999963
09.276.964/0001-31,2023-08-01,0.999998,0.999998
09.276.964/0001-31,2023-09-01,0.999992,0.999992
09.276.964/0001-31,2023-10-01,1.000008,1.000008
09.276.964/0001-31,2023-11-01,0.999973,0.999973
09.276.964/0001-31,2023-12-01,0.99993,0.99993
09.517.273/0001-82,2022-01-01,1.00739452,1.0008532
09.517.273/0001-82,2022-02-01,1.0067526,1.00021653
09.517.273/0001-82,2022-03-01,1.01002691,1.00349258
09.517.273/0001-82,2022-04-01,1.00401978,0.9975082
09.517.273/0001-82,2022-05-01,1.00601662,0.99948877
09.517.273/0001-82,2022-06-01,1.00787604,1.00134485
09.517.273/0001-82,2022-07-01,1.00573812,0.99882824
09.517.273/0001-82,2022-08-01,1.00564195,0.99872397
09.517.273/0001-82,2022-09-01,1.00635278,0.99942561
09.517.273/0001-82,2022-10-01,1.00783207,1.00090092
09.517.273/0001-82,2022-11-01,1.0091568,1.00223189
09.517.273/0001-82,2022-12-01,0.98093472,0.97389643
09.517.273/0001-82,2023-01-01,1.00607984,0.99884061
09.517.273/0001-82,2023-02-01,1.00773435,1.00035011
09.517.273/0001-82,2023-03-01,1.00591777,0.99853611
09.517.273/0001-82,2023-04-01,1.00633196,0.99893948
09.517.273/0001-82,2023-05-01,1.00958555,1.00218522
09.517.273/0001-82,2023-06-01,1.0050487,0.99766451
09.517.273/0001-82,2023-07-01,1.01016915,1.00254254
09.517.273/0001-82,2023-08-01,1.00618422,0.99854487
09.517.273/0001-82,2023-09-01,0.97981252,0.97216204
09.517.273/0001-82,2023-10-01,1.00833925,1.00043665
09.517.273/0001-82,2023-11-01,1.00834721,1.00038279
09.517.273/0001-82,2023-12-01,1.01810334,1.01014196
10.456.799/0001-89,2022-01-01,1.00149,1.00149
10.456.799/0001-89,2022-02-01,1.000867,1.000867
10.456.799/0001-89,2022-03-01,0.999792,0.999792
10.456.799/0001-89,2022-04-01,1.000807,1.000807
10.456.799/0001-89,2022-05-01,1.00572,1.00572
10.456.799/0001-89,2022-06-01,1.000982,0.993377
10.456.799/0001-89,2022-07-01,1.002517,1.002517
10.456.799/0001-89,2022-08-01,1.001078,1.001078
10.456.799/0001-89,2022-09-01,1.002279,1.002279
10.456.799/0001-89,2022-10-01,1.002086,1.002086
10.456.799/0001-89,2022-11-01,0.998534,0.998534
10.456.799/0001-89,2022-12-01,0.998218,0.986443
10.456.799/0001-89,2023-01-01,1.002085,1.002085
10.456.799/0001-89,2023-02-01,1.000853,1.000853
10.456.799/0001-89,2023-03-01,1.001949,1.001949
10.456.799/0001-89,2023-04-01,1.001827,1.001827
10.456.799/0001-89,2023-05-01,1.001846,1.001846
10.456.799/0001-89,2023-06-01,1.00126,0.99242
10.456.799/0001-89,2023-07-01,1.002616,1.002616
10.456.799/0001-89,2023-08-01,1.005216,1.005216
10.456.799/0001-89,2023-09-01,1.003085,1.003085
10.456.799/0001-89,2023-10-01,1.003052,1.003052
10.456.799/0001-89,2023-11-01,1.078914,1.078914
10.456.799/0001-89,2023-12-01,1.001576,0.987625
10.456.810/0001-00,2022-01-01,1.00385597,0.99979349
10.456.810/0001-00,2022-02-01,1.00575917,1.00169584
10.456.810/0001-00,2022-03-01,1.00515234,1.00037098
10.456.810/0001-00,2022-04-01,1.00402,0.9993201
10.456.810/0001-00,2022-05-01,1.0038869,0.9992653
10.456.810/0001-00,2022-06-01,1.0048157,1.0005071
10.456.810/0001-00,2022-07-01,1.0037599,0.998978
10.456.810/0001-00,2022-08-01,1.0083943,1.0030574
10.456.810/0001-00,2022-09-01,1.0069526,1.0018702
10.456.810/0001-00,2022-10-01,1.0032262,0.9979155
10.456.810/0001-00,2022-11-01,1.003236,0.9979148
10.456.810/0001-00,2022-12-01,1.0593110000000001,1.0534215
10.456.810/0001-00,2023-01-01,1.0036663,0.9995866
10.456.810/0001-00,2023-02-01,1.0026043,0.9992031
10.456.810/0001-00,2023-03-01,1.00908061,1.00058061
10.456.810/0001-00,2023-04-01,1.01357224,1.00677224
10.456.810/0001-00,2023-05-01,1.00301627,0.99857961
10.456.810/0001-00,2023-06-01,1.00432848,0.99830244
10.456.810/0001-00,2023-07-01,1.00487619,0.99907073
10.456.810/0001-00,2023-08-01,1.00172323,0.99953574
10.456.810/0001-00,2023-09-01,1.00380848,1.0011715
10.456.810/0001-00,2023-10-01,1.00368276,1.00021777
10.456.810/0001-00,2023-11-01,1.00313601,1.00019888
10.456.810/0001-00,2023-12-01,1.02513799,1.01211635
10.991.914/0001-15,2022-01-01,1.011599,1.005958
10.991.914/0001-15,2022-02-01,0.99956,0.993861
10.991.914/0001-15,2022-03-01,1.005819,1.000458
10.991.914/0001-15,2022-04-01,1.00579,1.000399
10.991.914/0001-15,2022-05-01,1.006165,1.000903
10.991.914/0001-15,2022-06-01,1.006154,1.000813
10.991.914/0001-15,2022-07-01,1.006166,1.000898
10.991.914/0001-15,2022-08-01,1.006246,1.00078
10.991.914/0001-15,2022-09-01,1.003019,1.002408
10.991.914/0001-15,2022-10-01,1.001127,0.994056
10.991.914/0001-15,2022-11-01,1.006632,0.999634
10.991.914/0001-15,2022-12-01,1.018657,1.012504
10.991.914/0001-15,2023-01-01,1.006311,1.00011
10.991.914/0001-15,2023-02-01,1.006249,0.999984
10.991.914/0001-15,2023-03-01,0.999633,0.99324
10.991.914/0001-15,2023-04-01,1.004922,0.998988
10.991.914/0001-15,2023-05-01,1.006679,1.000695
10.991.914/0001-15,2023-06-01,1.006643,1.000309
10.991.914/0001-15,2023-07-01,1.008006,1.001753
10.991.914/0001-15,2023-08-01,1.006656,1.000281
10.991.914/0001-15,2023-09-01,1.005562,0.999777
10.991.914/0001-15,2023-10-01,1.006886,1.000301
10.991.914/0001-15,2023-11-01,1.0068,1.000249
10.991.914/0001-15,2023-12-01,0.990736,0.984229
11.160.521/0001-22,2022-01-01,1.000498,0.990453
11.160.521/0001-22,2022-02-01,1.009615,0.999276
11.160.521/0001-22,2022-03-01,1.024309,1.013962
11.160.521/0001-22,2022-04-01,1.006997,0.996307
11.160.521/0001-22,2022-05-01,1.011618,1.000401
11.160.521/0001-22,2022-06-01,1.011327,0.999627
11.160.521/0001-22,2022-07-01,1.003858,0.992153
11.160.521/0001-22,2022-08-01,1.0144,1.002603
11.160.521/0001-22,2022-09-01,1.01019,0.998423
11.160.521/0001-22,2022-10-01,1.01778,1.005995
11.160.521/0001-22,2022-11-01,0.999654,0.987939
11.160.521/0001-22,2022-12-01,1.009559,0.997701
11.160.521/0001-22,2023-01-01,1.008711,0.996826
11.160.521/0001-22,2023-02-01,1.013959,1.002036
11.160.521/0001-22,2023-03-01,1.020443,1.008544
11.160.521/0001-22,2023-04-01,1.015783,1.003985
11.160.521/0001-22,2023-05-01,1.018406,1.006655
11.160.521/0001-22,2023-06-01,1.018778,1.007105
11.160.521/0001-22,2023-07-01,1.012329,1.001704
11.160.521/0001-22,2023-08-01,1.003716,0.993109
11.160.521/0001-22,2023-09-01,1.000182,0.989501
11.160.521/0001-22,2023-10-01,0.998868,0.989055
11.160.521/0001-22,2023-11-01,1.020701,1.010779
11.160.521/0001-22,2023-12-01,1.014832,1.005016
11.179.118/0001-45,2022-01-01,1.005794,1.000003
11.179.118/0001-45,2022-02-01,1.005772,0.999952
11.179.118/0001-45,2022-03-01,1.007063,0.999973
11.179.118/0001-45,2022-04-01,1.007033,1.000169
11.179.118/0001-45,2022-05-01,1.007084,0.999974
11.179.118/0001-45,2022-06-01,1.007074,0.999966
11.179.118/0001-45,2022-07-01,1.007061,0.999966
11.179.118/0001-45,2022-08-01,1.007088,0.999966
11.179.118/0001-45,2022-09-01,1.007084,0.999966
11.179.118/0001-45,2022-10-01,1.007084,0.999966
11.179.118/0001-45,2022-11-01,1.007083,1.000012
11.179.118/0001-45,2022-12-01,1.014167,1.006705
11.179.118/0001-45,2023-01-01,1.007478,0.999943
11.179.118/0001-45,2023-02-01,1.007371,0.999955
11.179.118/0001-45,2023-03-01,1.007465,1.00001
11.179.118/0001-45,2023-04-01,1.007397,0.999949
11.179.118/0001-45,2023-05-01,1.006911,1.00011
11.179.118/0001-45,2023-06-01,1.006907,1.000104
11.179.118/0001-45,2023-07-01,1.006911,0.999962
11.179.118/0001-45,2023-08-01,1.006921,0.999963
11.179.118/0001-45,2023-09-01,1.006901,1.000026
11.179.118/0001-45,2023-10-01,1.013927,1.007019
11.179.118/0001-45,2023-11-01,1.006371,0.999729
11.179.118/0001-45,2023-12-01,1.0287,1.022068
11.233.841/0001-65,2022-01-01,1.008774,1.008774
11.233.841/0001-65,2022-02-01,1.009857,1.009857
11.233.841/0001-65,2022-03-01,1.013227,1.000333
11.233.841/0001-65,2022-04-01,1.008479,1.008479
11.233.841/0001-65,2022-05-01,1.010614,0.994993
11.233.841/0001-65,2022-06-01,1.011363,1.00337
11.233.841/0001-65,2022-07-01,1.010143,1.000576
11.233.841/0001-65,2022-08-01,0.996478,0.996478
11.233.841/0001-65,2022-09-01,1.020513,1.020513
11.233.841/0001-65,2022-10-01,1.001697,1.001697
11.233.841/0001-65,2022-11-01,1.011461,1.003095
11.233.841/0001-65,2022-12-01,1.001697,1.001697
11.233.841/0001-65,2023-01-01,1.001697,1.001697
11.233.841/0001-65,2023-02-01,1.001697,1.001697
11.233.841/0001-65,2023-03-01,0.989808,0.989808
11.233.841/0001-65,2023-04-01,1.010426,1.000166
11.233.841/0001-65,2023-05-01,0.999974,0.999974
11.233.841/0001-65,2023-06-01,0.993351,0.993351
11.233.841/0001-65,2023-07-01,0.999029,0.999029
11.233.841/0001-65,2023-08-01,1.005836,1.005836
11.233.841/0001-65,2023-09-01,1.007454,0.993879
11.233.841/0001-65,2023-10-01,1.000071,1.000071
11.233.841/0001-65,2023-11-01,1.021739,1.021739
11.233.841/0001-65,2023-12-01,1.021739,1.021739
11.274.415/0001-70,2022-01-01,1.003155,0.999936
11.274.415/0001-70,2022-02-01,1.005713,1.000058
11.274.415/0001-70,2022-03-01,1.007387,1.000832
11.274.415/0001-70,2022-04-01,1.005148,1.000788
11.274.415/0001-70,2022-05-01,1.005489,1.000415
11.274.415/0001-70,2022-06-01,1.006713,1.00425
11.274.415/0001-70,2022-07-01,1.003972,0.993234
11.274.415/0001-70,2022-08-01,1.005995,1.00054
11.274.415/0001-70,2022-09-01,1.00557,1.00006
11.274.415/0001-70,2022-10-01,1.005772,0.999576
11.274.415/0001-70,2022-11-01,1.005839,1.000156
11.274.415/0001-70,2022-12-01,1.030426,1.024145
11.274.415/0001-70,2023-01-01,1.006525,1.003458
11.274.415/0001-70,2023-02-01,1.005828,1.001382
11.274.415/0001-70,2023-03-01,1.006561,1.000692
11.274.415/0001-70,2023-04-01,1.006461,1.000416
11.274.415/0001-70,2023-05-01,1.002659,0.99723
11.274.415/0001-70,2023-06-01,1.00636,1.000599
11.274.415/0001-70,2023-07-01,1.003836,0.998189
11.274.415/0001-70,2023-08-01,1.006113,1.000469
11.274.415/0001-70,2023-09-01,1.004097,0.997379
11.274.415/0001-70,2023-10-01,1.018993,1.012931
11.274.415/0001-70,2023-11-01,1.006155,0.999944
11.274.415/0001-70,2023-12-01,1.033673,1.027862
11.425.077/0001-20,2022-01-01,1.000027,1.000027
11.425.077/0001-20,2022-02-01,1.000394,1.000394
11.425.077/0001-20,2022-03-01,0.999505,0.999505
11.425.077/0001-20,2022-04-01,0.999605,0.999605
11.425.077/0001-20,2022-05-01,0.999481,1.000091
11.425.077/0001-20,2022-06-01,1.000951,1.000951
11.425.077/0001-20,2022-07-01,1.00006,1.00006
11.425.077/0001-20,2022-08-01,1.000194,1.000194
11.425.077/0001-20,2022-09-01,0.999905,0.999905
11.425.077/0001-20,2022-10-01,1.000163,1.000163
11.425.077/0001-20,2022-11-01,1.000275,1.000275
11.425.077/0001-20,2022-12-01,1.005136,1.005136
11.425.077/0001-20,2023-01-01,1.001527,1.001527
11.425.077/0001-20,2023-02-01,1.000057,1.000057
11.425.077/0001-20,2023-03-01,0.99974,0.99974
11.425.077/0001-20,2023-04-01,1.000388,1.000388
11.425.077/0001-20,2023-05-01,1.000196,1.000196
11.425.077/0001-20,2023-06-01,1.000112,1.000112
11.425.077/0001-20,2023-07-01,1.000176,1.000176
11.425.077/0001-20,2023-08-01,1.000228,1.000228
11.425.077/0001-20,2023-09-01,1.000125,1.000125
11.425.077/0001-20,2023-10-01,1.000151,1.000151
11.425.077/0001-20,2023-11-01,1.001626,1.001626
11.425.077/0001-20,2023-12-01,0.963912,0.963912
11.664.201/0001-00,2022-01-01,1.003079,0.990463
11.664.201/0001-00,2022-02-01,1.010764,0.997987
11.664.201/0001-00,2022-03-01,1.025082,1.013535
11.664.201/0001-00,2022-04-01,1.006424,0.99408
11.664.201/0001-00,2022-05-01,1.009201,0.996266
11.664.201/0001-00,2022-06-01,1.004451,0.991883
11.664.201/0001-00,2022-07-01,0.9962,0.984681
11.664.201/0001-00,2022-08-01,1.010461,0.998763
11.664.201/0001-00,2022-09-01,1.008589,0.997941
11.664.201/0001-00,2022-10-01,1.014696,1.004318
11.664.201/0001-00,2022-11-01,0.984674,0.976609
11.664.201/0001-00,2022-12-01,1.00159,0.991799
11.664.201/0001-00,2023-01-01,1.006983,0.996015
11.664.201/0001-00,2023-02-01,1.012971,1.002509
11.664.201/0001-00,2023-03-01,1.023571,1.013135
11.664.201/0001-00,2023-04-01,1.00976,0.99946
11.664.201/0001-00,2023-05-01,1.019523,1.009217
11.664.201/0001-00,2023-06-01,1.016919,1.00703
11.664.201/0001-00,2023-07-01,1.014347,1.006875
11.664.201/0001-00,2023-08-01,0.999991,0.99257
11.664.201/0001-00,2023-09-01,0.997282,0.989806
11.664.201/0001-00,2023-10-01,1.003507,0.995954
11.664.201/0001-00,2023-11-01,1.017291,1.009707
11.664.201/0001-00,2023-12-01,1.017726,1.009678
11.728.688/0001-47,2022-01-01,1.002205,0.994777
11.728.688/0001-47,2022-02-01,1.005832,0.998365
11.728.688/0001-47,2022-03-01,1.019221,1.011741
11.728.688/0001-47,2022-04-01,1.006027,0.998634
11.728.688/0001-47,2022-05-01,1.012108,1.004705
11.728.688/0001-47,2022-06-01,1.004029,0.981924
11.728.688/0001-47,2022-07-01,1.005259,0.997755
11.728.688/0001-47,2022-08-01,1.016092,1.008571
11.728.688/0001-47,2022-09-01,1.004983,0.997526
11.728.688/0001-47,2022-10-01,1.008239,1.000764
11.728.688/0001-47,2022-11-01,1.011101,1.003631
11.728.688/0001-47,2022-12-01,1.05704,1.042155
11.728.688/0001-47,2023-01-01,1.001879,0.994737
11.728.688/0001-47,2023-02-01,1.007428,1.000249
11.728.688/0001-47,2023-03-01,1.002254,0.995076
11.728.688/0001-47,2023-04-01,1.007756,1.000543
11.728.688/0001-47,2023-05-01,1.010057,1.002848
11.728.688/0001-47,2023-06-01,1.0152079999999999,1.005405
11.728.688/0001-47,2023-07-01,1.002993,0.995843
11.728.688/0001-47,2023-08-01,1.01068,1.0035
11.728.688/0001-47,2023-09-01,1.005928,0.998773
11.728.688/0001-47,2023-10-01,1.004407,0.997243
11.728.688/0001-47,2023-11-01,1.005236,0.998053
11.728.688/0001-47,2023-12-01,1.042583,1.035386
11.769.604/0001-13,2022-01-01,1.000115,1.000115
11.769.604/0001-13,2022-02-01,1.00196,1.00196
11.769.604/0001-13,2022-03-01,0.993618,0.993618
11.769.604/0001-13,2022-04-01,0.994576,0.994576
11.769.604/0001-13,2022-05-01,0.998309,0.998309
11.769.604/0001-13,2022-06-01,1.000778,1.000778
11.769.604/0001-13,2022-07-01,1.004581,1.004581
11.769.604/0001-13,2022-08-01,1.007646,1.007646
11.769.604/0001-13,2022-09-01,1.007523,1.007523
11.769.604/0001-13,2022-10-01,1.003434,1.003434
11.769.604/0001-13,2022-11-01,1.001258,1.001258
11.769.604/0001-13,2022-12-01,1.04713,1.04713
11.769.604/0001-13,2023-01-01,0.998215,0.998215
11.769.604/0001-13,2023-02-01,0.998123,0.998123
11.769.604/0001-13,2023-03-01,0.998813,0.998813
11.769.604/0001-13,2023-04-01,0.999969,0.999969
11.769.604/0001-13,2023-05-01,1.000086,1.000086
11.769.604/0001-13,2023-06-01,1.004356,1.004356
11.769.604/0001-13,2023-07-01,1.004406,1.004406
11.769.604/0001-13,2023-08-01,1.002249,1.002249
11.769.604/0001-13,2023-09-01,1.002217,1.002217
11.769.604/0001-13,2023-10-01,1.002582,1.002582
11.769.604/0001-13,2023-11-01,1.006393,1.006393
11.769.604/0001-13,2023-12-01,1.003156,1.003156
12.005.956/0001-65,2022-01-01,1.003739,0.998606
12.005.956/0001-65,2022-02-01,1.002665,0.997525
12.005.956/0001-65,2022-03-01,1.005598,1.000445
12.005.956/0001-65,2022-04-01,1.004705,0.999364
12.005.956/0001-65,2022-05-01,1.005154,0.999809
12.005.956/0001-65,2022-06-01,1.022211,1.016865
12.005.956/0001-65,2022-07-01,1.005758,1.000063
12.005.956/0001-65,2022-08-01,1.006257,1.000563
12.005.956/0001-65,2022-09-01,1.007005,1.001313
12.005.956/0001-65,2022-10-01,1.006808,1.001124
12.005.956/0001-65,2022-11-01,1.004715,0.999037
12.005.956/0001-65,2022-12-01,1.004496,0.998251
12.005.956/0001-65,2023-01-01,1.006002,1.000309
12.005.956/0001-65,2023-02-01,1.00672,1.000778
12.005.956/0001-65,2023-03-01,1.00566,0.999723
12.005.956/0001-65,2023-04-01,1.007291,1.001352
12.005.956/0001-65,2023-05-01,1.0069379999999999,1.001007
12.005.956/0001-65,2023-06-01,1.008436,0.999019
12.005.956/0001-65,2023-07-01,1.005792,0.999861
12.005.956/0001-65,2023-08-01,1.004117,0.998186
12.005.956/0001-65,2023-09-01,1.004258,0.998003
12.005.956/0001-65,2023-10-01,1.004709,0.998441
12.005.956/0001-65,2023-11-01,1.008843,1.002566
12.005.956/0001-65,2023-12-01,1.000748,0.994487
12.516.185/0001-70,2022-01-01,1.00022,0.995721
12.516.185/0001-70,2022-02-01,1.000893,0.994757
12.516.185/0001-70,2022-03-01,0.996949,0.996949
12.516.185/0001-70,2022-04-01,0.993607,0.993607
12.516.185/0001-70,2022-05-01,0.999267,0.99287
12.516.185/0001-70,2022-06-01,1.002591,0.996091
12.516.185/0001-70,2022-07-01,0.996003,0.996003
12.516.185/0001-70,2022-08-01,1.012607,1.005999
12.516.185/0001-70,2022-09-01,1.002518,0.995866
12.516.185/0001-70,2022-10-01,1.011006,1.004696
12.516.185/0001-70,2022-11-01,1.002248,0.99557
12.516.185/0001-70,2022-12-01,1.022057,1.015749
12.516.185/0001-70,2023-01-01,1.006643,1.000981
12.516.185/0001-70,2023-02-01,1.002243,0.996586
12.516.185/0001-70,2023-03-01,1.002742,0.997066
12.516.185/0001-70,2023-04-01,1.004556,0.998863
12.516.185/0001-70,2023-05-01,1.004549,0.99885
12.516.185/0001-70,2023-06-01,1.005932,1.000226
12.516.185/0001-70,2023-07-01,1.00622,1.000515
12.516.185/0001-70,2023-08-01,0.999575,0.998471
12.516.185/0001-70,2023-09-01,0.999746,0.99422
12.516.185/0001-70,2023-10-01,1.009435,1.003877
12.516.185/0001-70,2023-11-01,1.006189,1.000837
12.516.185/0001-70,2023-12-01,1.004878,0.99953
12.681.340/0001-04,2022-01-01,1.018057,1.010527
12.681.340/0001-04,2022-02-01,1.018132,1.010602
12.681.340/0001-04,2022-03-01,1.016899,1.009319
12.681.340/0001-04,2022-04-01,1.011069,1.009806
12.681.340/0001-04,2022-05-01,1.018396,1.00942
12.681.340/0001-04,2022-06-01,1.0147333,1.005879
12.681.340/0001-04,2022-07-01,1.019541,1.01027
12.681.340/0001-04,2022-08-01,1.01884,1.008966
12.681.340/0001-04,2022-09-01,0.99885,1.008757
12.681.340/0001-04,2022-10-01,1.008398,0.999129
12.681.340/0001-04,2022-11-01,0.998421,1.008393
12.681.340/0001-04,2022-12-01,1.009087,1.019059
12.681.340/0001-04,2023-01-01,1.000913,1.010788
12.681.340/0001-04,2023-02-01,1.0022,1.009854
12.681.340/0001-04,2023-03-01,1.002478,1.010099
12.681.340/0001-04,2023-04-01,1.0019,1.010654
12.681.340/0001-04,2023-05-01,1.002351,1.010483
12.681.340/0001-04,2023-06-01,1.0054669999999999,1.009834
12.681.340/0001-04,2023-07-01,1.013619,1.00933
12.681.340/0001-04,2023-08-01,1.015586,1.010715
12.681.340/0001-04,2023-09-01,1.001969,0.991511
12.681.340/0001-04,2023-10-01,1.011145,1.000597
12.681.340/0001-04,2023-11-01,1.011032,1.000491
12.681.340/0001-04,2023-12-01,0.966581,0.956045
12.804.013/0001-00,2022-01-01,1.005856,1.003946
12.804.013/0001-00,2022-02-01,1.002981,1.002981
12.804.013/0001-00,2022-03-01,1.003096,1.003096
12.804.013/0001-00,2022-04-01,1.002585,1.002585
12.804.013/0001-00,2022-05-01,0.989515,0.989515
12.804.013/0001-00,2022-06-01,1.002582,1.002582
12.804.013/0001-00,2022-07-01,1.002641,1.002641
12.804.013/0001-00,2022-08-01,1.003973,1.003973
12.804.013/0001-00,2022-09-01,1.002952,1.002952
12.804.013/0001-00,2022-10-01,1.003128,1.001058
12.804.013/0001-00,2022-11-01,1.002228,1.00016
12.804.013/0001-00,2022-12-01,0.994538,0.991436
12.804.013/0001-00,2023-01-01,1.003288,1.001115
12.804.013/0001-00,2023-02-01,1.003172,1.00022
12.804.013/0001-00,2023-03-01,1.003411,1.000113
12.804.013/0001-00,2023-04-01,1.003374,0.999903
12.804.013/0001-00,2023-05-01,1.003742,1.00027
12.804.013/0001-00,2023-06-01,1.003466,0.999487
12.804.013/0001-00,2023-07-01,1.003516,1.000205
12.804.013/0001-00,2023-08-01,1.003791,0.999885
12.804.013/0001-00,2023-09-01,1.002808,0.998989
12.804.013/0001-00,2023-10-01,1.003313,0.999403
12.804.013/0001-00,2023-11-01,1.001694,0.998216
12.804.013/0001-00,2023-12-01,1.050423,1.047113
12.887.506/0001-43,2022-01-01,1.001227,1.000082
